iter	RMSE
494	0.615172734
495	0.6150004745
496	0.6147726791
497	0.6144488438
498	0.6141663899
499	0.6137784746
500	0.613540401
501	0.6133847656
502	0.6132591192
503	0.6130808973
504	0.6126857687
505	0.6124467644
506	0.6121240008
507	0.6119484582
508	0.6117326641
509	0.61151392
510	0.6113011299
511	0.6111032503
512	0.6107813147
513	0.610569698
514	0.6100747979
515	0.6097212997
516	0.6094083884
517	0.6091997014
518	0.6088736986
519	0.6085766221
520	0.6081641011
521	0.6079982965
522	0.6075548156
523	0.6070382339
524	0.6064724857
525	0.6062055493
526	0.6057681044
527	0.6055258812
528	0.6053287059
529	0.6048359087
530	0.6046322871
531	0.604272664
532	0.6042163479
533	0.6040157673
534	0.6037493669
535	0.6034135394
536	0.6030692654
537	0.602613274
538	0.6023569027
539	0.6019101768
540	0.6015496621
541	0.6013219916
542	0.6010803446
543	0.6009312747
544	0.600729716
545	0.600445014
546	0.6002278748
547	0.5999007574
548	0.5995999522
549	0.5994184934
550	0.5992635498
551	0.5990585756
552	0.598835376
553	0.5985224777
554	0.5983340502
555	0.5980769851
556	0.597857652
557	0.5977502434
558	0.5975056084
559	0.5971530277
560	0.5969877035
561	0.5966939842
562	0.5964199983
563	0.5961201371
564	0.5959433136
565	0.595552058
566	0.5950735423
567	0.5947223048
568	0.5945325708
569	0.5942146045
570	0.59393868
571	0.5937448518
572	0.5934850381
573	0.5932911679
574	0.5931050194
575	0.5927972352
576	0.5923906625
577	0.5919748852
578	0.5915022645
579	0.591347574
580	0.5912504706
581	0.5911038527
582	0.5908046714
583	0.5905396142
584	0.5903535257
585	0.5899278203
586	0.5896772751
587	0.5894968932
588	0.5892541789
589	0.5890069211
590	0.588665413
591	0.5883717063
592	0.5882141125
593	0.5879940991
594	0.5876697038
595	0.5875635192
596	0.587393005
597	0.5871448534
598	0.5870503307
599	0.5869749902
600	0.5867045097
601	0.5865027761
602	0.5862139094
603	0.5860518896
604	0.5859920437
605	0.5859012616
606	0.5857375529
607	0.5855651047
608	0.5851971481
609	0.5850292577
610	0.5848518613
611	0.5845911077
612	0.5843342809
613	0.584059356
614	0.5838736188
615	0.5838029992
616	0.5836589567
617	0.5835138673
618	0.5831086506
619	0.5826792593
620	0.5822688148
621	0.5821048825
622	0.5819052198
623	0.5817492164
624	0.5815879324
625	0.5813062484
626	0.5810974659
627	0.5808341349
628	0.580570495
629	0.5803585721
630	0.5799645539
631	0.5797743954
632	0.5795678889
633	0.5791896189
634	0.5789531856
635	0.5786463385
636	0.5783641566
637	0.5782313265
638	0.577871545
639	0.5775856895
640	0.5772029451
641	0.576996669
642	0.5767204576
643	0.5765747357
644	0.5763998687
645	0.5760252595
646	0.5757935453
647	0.5752517026
648	0.5750739976
649	0.5749004397
650	0.5746865463
651	0.5742103447
652	0.5740240968
653	0.5738074675
654	0.5736356467
655	0.5734782476
656	0.5732421918
657	0.5732112646
658	0.57300602
659	0.5726757721
660	0.5725484643
661	0.5721807094
662	0.5719735414
663	0.571648659
664	0.5714429416
665	0.5711597602
666	0.5709973049
667	0.5708523913
668	0.570496641
669	0.5703542995
670	0.5700515986
671	0.569889287
672	0.5697690292
673	0.569323329
674	0.5689809821
675	0.5686904933
676	0.5685077348
677	0.5682475431
678	0.5679316101
679	0.5676176693
680	0.567330015
681	0.5670837082
682	0.5667711082
683	0.566549364
684	0.5662404031
685	0.5660684562
686	0.5658200765
687	0.565667615
688	0.5655297384
689	0.5654568156
690	0.5650879636
691	0.5647757011
692	0.5645624465
693	0.5644523111
694	0.5643567566
695	0.5642218182
696	0.5639647625
697	0.563901378
698	0.5635952128
699	0.5633228141
700	0.5631377724
701	0.5627952031
702	0.5627835828
703	0.5625683394
704	0.5624371492
705	0.5620491612
706	0.5620425981
707	0.5619451949
708	0.5618383852
709	0.5617084119
710	0.5612084061
711	0.5609219437
712	0.5606824393
713	0.5605038218
714	0.5603511864
715	0.5601352432
716	0.5599567366
717	0.5597574761
718	0.5593828153
719	0.5591019826
720	0.5589746184
721	0.5587045705
722	0.5586095448
723	0.5583773448
724	0.5579160707
725	0.5577212199
726	0.5575750138
727	0.5574123939
728	0.5572433369
729	0.55687971
730	0.5566602896
731	0.5563481323
732	0.5560954997
733	0.5558110873
734	0.5556827554
735	0.5554822277
736	0.5552910337
737	0.554942959
738	0.5547812187
739	0.5546628876
740	0.554380547
741	0.5541600852
742	0.5538398801
743	0.5536615503
744	0.5534102253
745	0.5531738379
746	0.5529544019
747	0.5526209942
748	0.5524034151
749	0.552270659
750	0.5522639838
751	0.5520920718
752	0.5518506603
753	0.551603576
754	0.5512828343
755	0.551135448
756	0.5508986604
757	0.5506996889
758	0.5505558718
759	0.5504130157
760	0.5502339292
761	0.550032533
762	0.549817462
763	0.5496708705
764	0.5494816112
765	0.5492926085
766	0.5490354731
767	0.5487825923
768	0.5485076258
769	0.5483369956
770	0.548123545
771	0.5478441746
772	0.5472894823
773	0.5471640442
774	0.5469614544
775	0.5466043933
776	0.5463883744
777	0.5462469377
778	0.5460692033
779	0.5458893906
780	0.5456518674
781	0.5454122073
782	0.5451979649
783	0.5450060809
784	0.5448522258
785	0.5446304999
786	0.5444772859
787	0.5442657318
788	0.5441565008
789	0.5438215489
790	0.5437203914
791	0.5435274695
792	0.5432832577
793	0.5431566761
794	0.5429958243
795	0.5428567024
796	0.5426486875
797	0.5424972134
798	0.542313148
799	0.5422594796
800	0.5419474658
801	0.541613386
802	0.5413340445
803	0.5411264437
804	0.5409668718
805	0.5405941195
806	0.5403304804
807	0.5400887549
808	0.5398191127
809	0.5395427848
810	0.5391703204
811	0.5389144179
812	0.538779785
813	0.5385783885
814	0.5384570395
815	0.5382439075
816	0.537919501
817	0.5376056421
818	0.5374170472
819	0.5373411601
820	0.5371643477
821	0.536935828
822	0.5367300345
823	0.5365730723
824	0.5362752358
825	0.5360549092
826	0.5358349769
827	0.5356391696
828	0.535435117
829	0.5352398367
830	0.5350667772
831	0.5348284362
832	0.5348213042
833	0.5344546155
834	0.5342681705
835	0.5339465804
836	0.5338163443
837	0.5335331469
838	0.5332321624
839	0.5329714719
840	0.5328012931
841	0.5326787824
842	0.5324116725
843	0.5323022071
844	0.5320919427
845	0.5318702511
846	0.5318672714
847	0.5317135501
848	0.531336649
849	0.5311847008
850	0.5309529602
851	0.530840346
852	0.5305210508
853	0.5304557124
854	0.530190619
855	0.5300403092
856	0.5299022514
857	0.5298023714
858	0.5294863882
859	0.5292861379
860	0.5291425248
861	0.5289241146
862	0.5287163293
863	0.5285692238
864	0.5283997237
865	0.5281818088
866	0.5278692935
867	0.5274142866
868	0.5272436116
869	0.5269969722
870	0.526752671
871	0.5265726575
872	0.5264330679
873	0.5262012197
874	0.5257251423
875	0.5254782478
876	0.5251392482
877	0.5249327475
878	0.5247867211
879	0.5246232082
880	0.5244335459
881	0.5241681161
882	0.5240339722
883	0.5237537277
884	0.5235531518
885	0.5234408203
886	0.5232427402
887	0.5230367608
888	0.5229140552
889	0.522755402
890	0.5225571355
891	0.5223574438
892	0.5221131441
893	0.5217936506
894	0.5215603194
895	0.5212702991
896	0.5211364301
897	0.5209646847
898	0.5207416872
899	0.5205134175
900	0.5202933327
901	0.5201915974
902	0.5199431559
903	0.519805278
904	0.5193876438
905	0.5191395368
906	0.518934361
907	0.5185750799
908	0.5183654946
909	0.5181681451
910	0.5179524054
911	0.5178506717
912	0.517661634
913	0.517476941
914	0.5172534204
915	0.5170396205
916	0.5167621726
917	0.5167239458
918	0.5165055025
919	0.5164163956
920	0.5161565695
921	0.5158843378
922	0.5156401091
923	0.5155871211
924	0.5153439916
925	0.5151371535
926	0.5148461273
927	0.5146899333
928	0.5144529072
929	0.5142368058
930	0.5140452232
931	0.513752456
932	0.5136591361
933	0.5134552509
934	0.5130722021
935	0.5128524203
936	0.5125311379
937	0.5123137582
938	0.5121346837
939	0.5119304068
940	0.5115802847
941	0.5113139015
942	0.5112340083
943	0.5110091744
944	0.5108530289
945	0.5105488196
946	0.510461374
947	0.5102948483
948	0.510058533
949	0.5098499109
950	0.5096745076
951	0.5094825083
952	0.5093053193
953	0.5091106676
954	0.5088745249
955	0.5086005642
956	0.5084581193
957	0.508342291
958	0.5081888704
959	0.5079660677
960	0.5077440456
961	0.5076324217
962	0.5074851872
963	0.5072538295
964	0.5069502169
965	0.5067304716
966	0.5065871065
967	0.5064880904
968	0.5063570155
969	0.5061423666
970	0.5060647797
971	0.5059506398
972	0.5057395716
973	0.5055770569
974	0.5053875144
975	0.505281854
976	0.5051143431
977	0.5048297643
978	0.5045165638
979	0.5043090273
980	0.5041072303
981	0.503922003
982	0.5036511512
983	0.5036032726
984	0.5034489244
985	0.5033199479
986	0.5031060873
987	0.5029870123
988	0.5025769024
989	0.502419968
990	0.5023577788
991	0.5021186195
992	0.5019982989
993	0.5018520716
994	0.5014502493
995	0.5013150048
996	0.5012483479
997	0.5009671598
998	0.5006768457
999	0.5005529359
1000	0.5004548552
1001	0.5003090708
1002	0.5002112862
1003	0.50002641
1004	0.499901445
1005	0.4997425495
1006	0.4995163541
1007	0.4992545333
1008	0.4991705594
1009	0.4989874424
1010	0.4987585337
1011	0.4986037464
1012	0.4983807329
1013	0.4982532038
1014	0.4981066067
1015	0.497886404
1016	0.4977385899
1017	0.497491137
1018	0.4973520903
1019	0.4972494359
1020	0.4970160675
1021	0.4968975958
1022	0.4968095692
1023	0.4966865573
1024	0.4965448429
1025	0.4962642597
1026	0.4958816663
1027	0.4957388883
1028	0.4955744488
1029	0.4953870955
1030	0.4952715153
1031	0.4950632959
1032	0.4949496484
1033	0.4948263596
1034	0.4947568614
1035	0.4945521834
1036	0.4943828105
1037	0.4940454114
1038	0.4938252568
1039	0.4936898935
1040	0.4935811771
1041	0.4933901976
1042	0.4933224536
1043	0.4931617395
1044	0.4929863469
1045	0.4929142206
1046	0.4927582781
1047	0.4925434989
1048	0.4924294094
1049	0.4922379043
1050	0.4920704665
1051	0.491888117
1052	0.4915411035
1053	0.4912370963
1054	0.4910170002
1055	0.4907353348
1056	0.4905224532
1057	0.4903974849
1058	0.4901752097
1059	0.4900122268
1060	0.4898158272
1061	0.4896249394
1062	0.4895036906
1063	0.4891006041
1064	0.4890301103
1065	0.4888618839
1066	0.4887889994
1067	0.4884706261
1068	0.4883253712
1069	0.4882146747
1070	0.48798305
1071	0.4878597565
1072	0.4875785282
1073	0.4874562254
1074	0.4872125376
1075	0.4870816428
1076	0.4869851857
1077	0.4867838433
1078	0.4865934676
1079	0.4864036467
1080	0.486254103
1081	0.4860066212
1082	0.4857335703
1083	0.4856577667
1084	0.4855443646
1085	0.4852221895
1086	0.4850787874
1087	0.4847565613
1088	0.4846697446
1089	0.484541157
1090	0.4843083046
1091	0.4841792228
1092	0.4839300444
1093	0.4837032245
1094	0.4835414852
1095	0.4833161252
1096	0.4832416966
1097	0.4830842044
1098	0.483043482
1099	0.4827554774
1100	0.4826152436
1101	0.4824119298
1102	0.4823212114
1103	0.4821076548
1104	0.4818718419
1105	0.4816932564
1106	0.4816311636
1107	0.4815477907
1108	0.4813507929
1109	0.4811696252
1110	0.4810974915
1111	0.4808781285
1112	0.4804218097
1113	0.4801548299
1114	0.4798814916
1115	0.4797196833
1116	0.4795733582
1117	0.479319008
1118	0.479055561
1119	0.4788906501
1120	0.4785477086
1121	0.4784464777
1122	0.4783093222
1123	0.4782039156
1124	0.4780911677
1125	0.4779388293
1126	0.4778687841
1127	0.4777090725
1128	0.4774551223
1129	0.4773348347
1130	0.4772014235
1131	0.4770767563
1132	0.4769438708
1133	0.4768203767
1134	0.4766154351
1135	0.4764961261
1136	0.4764042188
1137	0.4761585903
1138	0.476023108
1139	0.4758779889
1140	0.4757552387
1141	0.4755405705
1142	0.4754269875
1143	0.4753522057
1144	0.4752724986
1145	0.4750299172
1146	0.4747549442
1147	0.4746449229
1148	0.4743214795
1149	0.4742575525
1150	0.4739442707
1151	0.4738100908
1152	0.4735230728
1153	0.4734218536
1154	0.4733313735
1155	0.4732450891
1156	0.4729414606
1157	0.4727577877
1158	0.472661528
1159	0.4724771986
1160	0.4723663746
1161	0.4722990887
1162	0.4721886876
1163	0.4721366581
1164	0.4719534112
1165	0.4717990421
1166	0.4715207999
1167	0.4711614315
1168	0.4708733034
1169	0.4706820539
1170	0.470464469
1171	0.4703007974
1172	0.4702412891
1173	0.4700979318
1174	0.4699325488
1175	0.4697972484
1176	0.469616529
1177	0.4692676401
1178	0.4689919173
1179	0.468639103
1180	0.4685734941
1181	0.468434108
1182	0.4682330316
1183	0.4681272012
1184	0.4679393021
1185	0.4677680221
1186	0.4674225054
1187	0.4672760273
1188	0.4671526798
1189	0.4668883833
1190	0.4667680269
1191	0.4666604941
1192	0.4664561749
1193	0.4663348001
1194	0.4662060687
1195	0.4659600823
1196	0.4657320306
1197	0.4656407393
1198	0.4654926169
1199	0.4653444745
1200	0.4651825199
1201	0.4650682871
1202	0.4649937458
1203	0.4647179055
1204	0.464606083
1205	0.4642928211
1206	0.463939923
1207	0.4638858306
1208	0.4636761199
1209	0.4635042013
1210	0.4633319895
1211	0.4631688517
1212	0.4630448213
1213	0.462921019
1214	0.4627356848
1215	0.4626151162
1216	0.4624861922
1217	0.4623991157
1218	0.4622464555
1219	0.4620292949
1220	0.4618404568
1221	0.4617312174
1222	0.4615003164
1223	0.4614314615
1224	0.4612182519
1225	0.4610500728
1226	0.4607977098
1227	0.4605534796
1228	0.4603752057
1229	0.460150713
1230	0.4600187103
1231	0.4599554633
1232	0.4596180922
1233	0.4593287539
1234	0.4592463297
1235	0.4591533453
1236	0.4588890934
1237	0.4587129462
1238	0.4586224978
1239	0.4585033751
1240	0.4584158018
1241	0.4582617778
1242	0.4581197734
1243	0.4579844509
1244	0.4578398415
1245	0.4577442889
1246	0.4575833479
1247	0.4574969308
1248	0.4574064597
1249	0.457279537
1250	0.4570588104
1251	0.4569308259
1252	0.4567737382
1253	0.4567108585
1254	0.456503227
1255	0.4562443035
1256	0.4559846074
1257	0.4558281405
1258	0.4557267717
1259	0.4555205303
1260	0.455409394
1261	0.4551828257
1262	0.4550270037
1263	0.4549378487
1264	0.4546812397
1265	0.4545166146
1266	0.4543221086
1267	0.4541547166
1268	0.4540040964
1269	0.4538591132
1270	0.4535360568
1271	0.4534071664
1272	0.4532812379
1273	0.4529930947
1274	0.4528367335
1275	0.4526926539
1276	0.4525718144
1277	0.452519945
1278	0.4522983697
1279	0.4520609503
1280	0.4519128714
1281	0.4517541087
1282	0.4516194505
1283	0.4514914211
1284	0.4512504755
1285	0.4510633
1286	0.4506839565
1287	0.4504362882
1288	0.4502758954
1289	0.4501877801
1290	0.4499691997
1291	0.4498250051
1292	0.4497066156
1293	0.4495036326
1294	0.4493389408
1295	0.4491548887
1296	0.4489455251
1297	0.4488536437
1298	0.4487468552
1299	0.4483384719
1300	0.4481318487
1301	0.4479918634
1302	0.4478531286
1303	0.4476284526
1304	0.4475459819
1305	0.4474686336
1306	0.4473597091
1307	0.4471752722
1308	0.4470824081
1309	0.4469572137
1310	0.4467138663
1311	0.4465085669
1312	0.4464027422
1313	0.4463128353
1314	0.4461694345
1315	0.446019706
1316	0.445877356
1317	0.4457027247
1318	0.4455823336
1319	0.4455197448
1320	0.4454224553
1321	0.445322913
1322	0.4452310075
1323	0.4450953216
1324	0.4449995694
1325	0.4449207433
1326	0.4448208274
1327	0.4445632245
1328	0.4444720478
1329	0.4442959231
1330	0.4440430197
1331	0.4439051245
1332	0.4438123758
1333	0.4436579724
1334	0.4434533928
1335	0.4432927772
1336	0.4432715695
1337	0.4431001145
1338	0.4428161713
1339	0.4427424787
1340	0.4426197454
1341	0.4424163514
1342	0.4423294262
1343	0.4422535203
1344	0.4421947703
1345	0.4419638508
1346	0.4417513421
1347	0.4416273402
1348	0.441398037
1349	0.4412055344
1350	0.4410438385
1351	0.4409349021
1352	0.4408770823
1353	0.4408006624
1354	0.4406292159
1355	0.4406052019
1356	0.4404369379
1357	0.4402404797
1358	0.4400404135
1359	0.4398395585
1360	0.4397854562
1361	0.4397177658
1362	0.4396262678
1363	0.4395527077
1364	0.4393379409
1365	0.4391538429
1366	0.438971934
1367	0.4388497424
1368	0.4386859205
1369	0.4386446605
1370	0.4384916202
1371	0.4384256826
1372	0.4383369331
1373	0.4380880063
1374	0.4378773352
1375	0.4377698233
1376	0.4377363961
1377	0.4376869181
1378	0.4376494376
1379	0.4375618749
1380	0.43743611
1381	0.4373358515
1382	0.4371551138
1383	0.43701956
1384	0.436875112
1385	0.4367036651
1386	0.4365270396
1387	0.4363674143
1388	0.436226137
1389	0.4361287551
1390	0.436014552
1391	0.435843683
1392	0.4355743965
1393	0.4354693421
1394	0.4352793218
1395	0.4351328193
1396	0.4349961173
1397	0.4348275608
1398	0.4345826438
1399	0.4344346021
1400	0.4343664956
1401	0.4342633625
1402	0.4341050432
1403	0.4339578546
1404	0.4338195778
1405	0.4336845245
1406	0.4334900224
1407	0.4333088983
1408	0.433179585
1409	0.433044467
1410	0.4328858032
1411	0.4328144663
1412	0.4326631071
1413	0.4325005303
1414	0.4322651996
1415	0.4320933239
1416	0.4318482172
1417	0.4317683299
1418	0.4316327446
1419	0.4314825971
1420	0.4314023388
1421	0.4312716487
1422	0.4310920433
1423	0.4309434477
1424	0.4308059714
1425	0.4307199109
1426	0.4305001068
